"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 15 18:25:35 UTC 2025","Thu May 15 18:25:50 UTC 2025","14721","","projeto_teste.LoginTest","","projeto_teste.LoginTest","fazerLogin","Fazer Login na aplicação","Teste que faz login com email e senha vindos do arquivo .env ou variáveis de ambiente"
